path,type,slug,title,primary_intent,secondary_intent,target_decision,related_product_or_category,sport,indexable,disposition,intent_key,action,action_target,action_note,collision_tags
"/products/nike-aerobill-cap","product","nike-aerobill-cap","Nike AeroBill / Dri-FIT Advantage Cap","understand and buy Nike AeroBill / Dri-FIT Advantage Cap","specs, offers, alternatives entry","Is AeroBill / Dri-FIT Advantage Cap the right purchase?","running-clothing","running","true","INDEXABLE","product:prod-nike-aerobill-cap","keep","","",""
"/products/smartwool-thermal-merino-glove","product","smartwool-thermal-merino-glove","Smartwool Thermal Merino Glove","understand and buy Smartwool Thermal Merino Glove","specs, offers, alternatives entry","Is Thermal Merino Glove the right purchase?","running-clothing","running","true","INDEXABLE","product:prod-smartwool-thermal-merino-glove","keep","","",""
"/products/nike-therma-fit-glove","product","nike-therma-fit-glove","Nike Therma-FIT Run Gloves","understand and buy Nike Therma-FIT Run Gloves","specs, offers, alternatives entry","Is Therma-FIT Run Gloves the right purchase?","running-clothing","running","true","INDEXABLE","product:prod-nike-therma-fit-glove","keep","","",""
"/products/craft-adv-lumen-glove","product","craft-adv-lumen-glove","Craft ADV Lumen Fleece Glove","understand and buy Craft ADV Lumen Fleece Glove","specs, offers, alternatives entry","Is ADV Lumen Fleece Glove the right purchase?","running-clothing","running","true","INDEXABLE","product:prod-craft-adv-lumen-glove","keep","","",""
"/products/darn-tough-run-1-4","product","darn-tough-run-1-4","Darn Tough Run 1/4 Ultra-Lightweight","understand and buy Darn Tough Run 1/4 Ultra-Lightweight","specs, offers, alternatives entry","Is Run 1/4 Ultra-Lightweight the right purchase?","running-socks","running","true","INDEXABLE","product:prod-darn-tough-run-1-4","keep","","",""
"/products/smartwool-run-targeted-cushion","product","smartwool-run-targeted-cushion","Smartwool Run Targeted Cushion Crew","understand and buy Smartwool Run Targeted Cushion Crew","specs, offers, alternatives entry","Is Run Targeted Cushion Crew the right purchase?","running-socks","running","true","INDEXABLE","product:prod-smartwool-run-targeted-cushion","keep","","","paired_with_review"
"/products/balega-blister-resist","product","balega-blister-resist","Balega Blister Resist Quarter","understand and buy Balega Blister Resist Quarter","specs, offers, alternatives entry","Is Blister Resist Quarter the right purchase?","running-socks","running","true","INDEXABLE","product:prod-balega-blister-resist","keep","","",""
"/products/nathan-vaporair-2","product","nathan-vaporair-2","Nathan VaporAir 2","understand and buy Nathan VaporAir 2","specs, offers, alternatives entry","Is VaporAir 2 the right purchase?","running-packs-vests","running","true","INDEXABLE","product:prod-nathan-vaporair-2","keep","","",""
"/products/ultimate-direction-adventure-vest","product","ultimate-direction-adventure-vest","Ultimate Direction Adventure Vest","understand and buy Ultimate Direction Adventure Vest","specs, offers, alternatives entry","Is Adventure Vest the right purchase?","running-packs-vests","running","true","INDEXABLE","product:prod-ud-adventure-vest","keep","","",""
"/products/camelbak-zephyr","product","camelbak-zephyr","CamelBak Zephyr","understand and buy CamelBak Zephyr","specs, offers, alternatives entry","Is Zephyr the right purchase?","running-packs-vests","running","true","INDEXABLE","product:prod-camelbak-zephyr","keep","","",""
"/products/osprey-duro-6","product","osprey-duro-6","Osprey Duro 6","understand and buy Osprey Duro 6","specs, offers, alternatives entry","Is Duro 6 the right purchase?","running-packs-vests","running","true","INDEXABLE","product:prod-osprey-duro-6","keep","","",""
"/products/osprey-dyna-6","product","osprey-dyna-6","Osprey Dyna 6","understand and buy Osprey Dyna 6","specs, offers, alternatives entry","Is Dyna 6 the right purchase?","running-packs-vests","running","true","INDEXABLE","product:prod-osprey-dyna-6","keep","","",""
"/products/flipbelt-classic","product","flipbelt-classic","FlipBelt Classic","understand and buy FlipBelt Classic","specs, offers, alternatives entry","Is Classic the right purchase?","running-belts","running","true","INDEXABLE","product:prod-flipbelt-classic","keep","","",""
"/products/nathan-mirage-pak","product","nathan-mirage-pak","Nathan Mirage Pak","understand and buy Nathan Mirage Pak","specs, offers, alternatives entry","Is Mirage Pak the right purchase?","running-belts","running","true","INDEXABLE","product:prod-nathan-mirage","keep","","",""
"/products/spibelt-original","product","spibelt-original","SPIbelt Original","understand and buy SPIbelt Original","specs, offers, alternatives entry","Is Original the right purchase?","running-belts","running","true","INDEXABLE","product:prod-spibelt-original","keep","","",""
"/products/nathan-exoshot-2","product","nathan-exoshot-2","Nathan ExoShot 2","understand and buy Nathan ExoShot 2","specs, offers, alternatives entry","Is ExoShot 2 the right purchase?","hydration","running","true","INDEXABLE","product:prod-nathan-exoshot","keep","","",""
"/products/salomon-soft-flask-500","product","salomon-soft-flask-500","Salomon Soft Flask 500 ml","understand and buy Salomon Soft Flask 500 ml","specs, offers, alternatives entry","Is Soft Flask 500 the right purchase?","hydration","running","true","INDEXABLE","product:prod-soft-flask-500","keep","","",""
"/products/hydrapak-softflask-500","product","hydrapak-softflask-500","HydraPak SoftFlask 500 ml","understand and buy HydraPak SoftFlask 500 ml","specs, offers, alternatives entry","Is SoftFlask 500 the right purchase?","hydration","running","true","INDEXABLE","product:prod-hydrapak-softflask-500","keep","","",""
"/products/asics-core-split-short","product","asics-core-split-short","ASICS Core Split Short","understand and buy ASICS Core Split Short","specs, offers, alternatives entry","Is Core Split Short the right purchase?","running-clothing","running","true","INDEXABLE","product:prod-asics-race-short","keep","","",""
"/products/nike-dri-fit-stride-short","product","nike-dri-fit-stride-short","Nike Dri-FIT Stride Short","understand and buy Nike Dri-FIT Stride Short","specs, offers, alternatives entry","Is Dri-FIT Stride Short the right purchase?","running-clothing","running","true","INDEXABLE","product:prod-nike-stride-short","keep","","",""
"/products/craft-adv-essence-short","product","craft-adv-essence-short","Craft ADV Essence Short","understand and buy Craft ADV Essence Short","specs, offers, alternatives entry","Is ADV Essence Short the right purchase?","running-clothing","running","true","INDEXABLE","product:prod-craft-adv-essence-short","keep","","",""
"/products/feetures-elite-light-cushion","product","feetures-elite-light-cushion","Feetures Elite Light Cushion","understand and buy Feetures Elite Light Cushion","specs, offers, alternatives entry","Is Elite Light Cushion the right purchase?","running-socks","running","true","INDEXABLE","product:prod-feetures-elite-light-cushion","keep","","",""
"/products/balega-hidden-comfort","product","balega-hidden-comfort","Balega Hidden Comfort","understand and buy Balega Hidden Comfort","specs, offers, alternatives entry","Is Hidden Comfort the right purchase?","running-socks","running","true","INDEXABLE","product:prod-balega-hidden-comfort","keep","","",""
"/products/injinji-run-midweight","product","injinji-run-midweight","Injinji Run Midweight","understand and buy Injinji Run Midweight","specs, offers, alternatives entry","Is Run Midweight the right purchase?","running-socks","running","true","INDEXABLE","product:prod-injinji-run-midweight","keep","","","paired_with_review"
"/products/cep-run-compression-sock-3","product","cep-run-compression-sock-3","CEP Run Compression Sock 3.0","understand and buy CEP Run Compression Sock 3.0","specs, offers, alternatives entry","Is Run Compression Sock 3.0 the right purchase?","running-socks","running","true","INDEXABLE","product:prod-cep-run-compression-sock","keep","","","paired_with_review"
"/products/shokz-openrun-pro-2","product","shokz-openrun-pro-2","Shokz OpenRun Pro 2","understand and buy Shokz OpenRun Pro 2","specs, offers, alternatives entry","Is OpenRun Pro 2 the right purchase?","headphones","running","true","INDEXABLE","product:prod-shokz-openrun-pro-2","keep","","",""
"/products/apple-airpods-pro-2","product","apple-airpods-pro-2","Apple AirPods Pro 2","understand and buy Apple AirPods Pro 2","specs, offers, alternatives entry","Is AirPods Pro 2 the right purchase?","headphones","running","true","INDEXABLE","product:prod-airpods-pro-2","keep","","",""
"/products/bose-ultra-open-earbuds","product","bose-ultra-open-earbuds","Bose Ultra Open Earbuds","understand and buy Bose Ultra Open Earbuds","specs, offers, alternatives entry","Is Ultra Open Earbuds the right purchase?","headphones","running","true","INDEXABLE","product:prod-bose-ultra-open","keep","","","paired_with_review"
"/products/oakley-encoder","product","oakley-encoder","Oakley Encoder","understand and buy Oakley Encoder","specs, offers, alternatives entry","Is Encoder the right purchase?","sunglasses","running","true","INDEXABLE","product:prod-oakley-encoder","keep","","",""
"/products/goodr-ogs","product","goodr-ogs","Goodr OGs","understand and buy Goodr OGs","specs, offers, alternatives entry","Is OGs the right purchase?","sunglasses","running","true","INDEXABLE","product:prod-goodr-ogs","keep","","",""
"/products/julbo-aerolite","product","julbo-aerolite","Julbo Aerolite","understand and buy Julbo Aerolite","specs, offers, alternatives entry","Is Aerolite the right purchase?","sunglasses","running","true","INDEXABLE","product:prod-julbo-aerolite","keep","","",""
"/products/petzl-swift-rl","product","petzl-swift-rl","Petzl Swift RL","understand and buy Petzl Swift RL","specs, offers, alternatives entry","Is Swift RL the right purchase?","running-lights","running","true","INDEXABLE","product:prod-petzl-swift-rl","keep","","",""
"/products/black-diamond-spot-400-r","product","black-diamond-spot-400-r","Black Diamond Spot 400-R","understand and buy Black Diamond Spot 400-R","specs, offers, alternatives entry","Is Spot 400-R the right purchase?","running-lights","running","true","INDEXABLE","product:prod-bd-spot-400-r","keep","","",""
"/products/silva-trail-runner-free-2","product","silva-trail-runner-free-2","Silva Trail Runner Free 2","understand and buy Silva Trail Runner Free 2","specs, offers, alternatives entry","Is Trail Runner Free 2 the right purchase?","running-lights","running","true","INDEXABLE","product:prod-silva-trail-runner-free","keep","","","paired_with_review"
"/products/nathan-streak-reflective-vest","product","nathan-streak-reflective-vest","Nathan Streak Reflective Vest","understand and buy Nathan Streak Reflective Vest","specs, offers, alternatives entry","Is Streak Reflective Vest the right purchase?","safety-gear","running","true","INDEXABLE","product:prod-nathan-reflective-vest","keep","","","paired_with_review"
"/products/therabody-theragun-mini-2","product","therabody-theragun-mini-2","Therabody Theragun mini","understand and buy Therabody Theragun mini","specs, offers, alternatives entry","Is Theragun mini the right purchase?","recovery","running","true","INDEXABLE","product:prod-theragun-mini","keep","","",""
"/products/hyperice-hypervolt-go-2","product","hyperice-hypervolt-go-2","Hyperice Hypervolt Go 2","understand and buy Hyperice Hypervolt Go 2","specs, offers, alternatives entry","Is Hypervolt Go 2 the right purchase?","recovery","running","true","INDEXABLE","product:prod-hypervolt-go-2","keep","","",""
"/products/oofos-ooriginal","product","oofos-ooriginal","OOFOS OOriginal","understand and buy OOFOS OOriginal","specs, offers, alternatives entry","Is OOriginal the right purchase?","recovery","running","true","INDEXABLE","product:prod-oofos-ooriginal","keep","","",""
"/products/buff-original","product","buff-original","Buff Original Multifunctional Headwear","understand and buy Buff Original Multifunctional Headwear","specs, offers, alternatives entry","Is Original the right purchase?","running-clothing","running","false","PUBLIC_NOINDEX","product:prod-buff-original","keep","","",""
"/products/cep-calf-sleeves-3","product","cep-calf-sleeves-3","CEP Calf Sleeves 3.0","understand and buy CEP Calf Sleeves 3.0","specs, offers, alternatives entry","Is Calf Sleeves 3.0 the right purchase?","recovery","running","true","INDEXABLE","product:prod-cep-calf-sleeves","keep","","",""
"/products/body-glide-original","product","body-glide-original","Body Glide Original Anti-Chafe Balm","understand and buy Body Glide Original Anti-Chafe Balm","specs, offers, alternatives entry","Is Original Anti-Chafe Balm the right purchase?","accessories","running","false","PUBLIC_NOINDEX","product:prod-body-glide-original","keep","","",""
"/products/buff-coolnet-uv","product","buff-coolnet-uv","BUFF CoolNet UV+ Multifunctional Neckwear","understand and buy BUFF CoolNet UV+ Multifunctional Neckwear","specs, offers, alternatives entry","Is CoolNet UV+ the right purchase?","running-clothing","running","false","PUBLIC_NOINDEX","product:prod-buff-coolnet-uv","keep","","",""
"/products/buff-merino-lightweight","product","buff-merino-lightweight","BUFF Lightweight Merino Wool Multifunctional Neckwear","understand and buy BUFF Lightweight Merino Wool Multifunctional Neckwear","specs, offers, alternatives entry","Is Lightweight Merino Wool the right purchase?","running-clothing","running","false","PUBLIC_NOINDEX","product:prod-buff-merino-lightweight","keep","","",""
"/products/buff-polar","product","buff-polar","BUFF Polar Multifunctional Neckwear","understand and buy BUFF Polar Multifunctional Neckwear","specs, offers, alternatives entry","Is Polar the right purchase?","running-clothing","running","false","PUBLIC_NOINDEX","product:prod-buff-polar","keep","","",""
"/products/squirrels-nut-butter","product","squirrels-nut-butter","Squirrel's Nut Butter Original Anti-Chafe Balm","understand and buy Squirrel's Nut Butter Original Anti-Chafe Balm","specs, offers, alternatives entry","Is Original Anti-Chafe the right purchase?","accessories","running","false","PUBLIC_NOINDEX","product:prod-squirrels-nut-butter","keep","","",""
"/products/2toms-sportshield","product","2toms-sportshield","2Toms SportShield Anti-Chafe Roll-On","understand and buy 2Toms SportShield Anti-Chafe Roll-On","specs, offers, alternatives entry","Is SportShield the right purchase?","accessories","running","false","PUBLIC_NOINDEX","product:prod-2toms-sportshield","keep","","",""
"/products/nox-at10-genius-18k-2026","product","nox-at10-genius-18k-2026","Nox AT10 Genius 18K 2026","understand and buy Nox AT10 Genius 18K 2026","specs, offers, alternatives entry","Is AT10 Genius 18K 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-nox-at10-18k-2026","keep","","",""
"/products/bullpadel-vertex-04","product","bullpadel-vertex-04","Bullpadel Vertex 04","understand and buy Bullpadel Vertex 04","specs, offers, alternatives entry","Is Vertex 04 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-bullpadel-vertex-04","keep","","",""
"/products/babolat-technical-viper-2026","product","babolat-technical-viper-2026","Babolat Technical Viper 2026","understand and buy Babolat Technical Viper 2026","specs, offers, alternatives entry","Is Technical Viper 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-babolat-technical-viper","keep","","",""
"/products/head-coello-pro-2026","product","head-coello-pro-2026","Head Coello Pro 2026","understand and buy Head Coello Pro 2026","specs, offers, alternatives entry","Is Coello Pro 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-head-coello-pro","keep","","",""
"/products/siux-diablo-revolution-2026","product","siux-diablo-revolution-2026","Siux Diablo Pro 2026","understand and buy Siux Diablo Pro 2026","specs, offers, alternatives entry","Is Diablo Pro 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-siux-diablo","keep","","",""
"/products/adidas-courtstabil-padel","product","adidas-courtstabil-padel","Adidas Courtquick Padel","understand and buy Adidas Courtquick Padel","specs, offers, alternatives entry","Is Courtquick Padel the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-adidas-courtstabil","keep","","",""
"/products/head-padel-pro-s-balls","product","head-padel-pro-s-balls","Head Padel Pro S Balls","understand and buy Head Padel Pro S Balls","specs, offers, alternatives entry","Is Padel Pro S the right purchase?","padel-balls","padel","false","HIDDEN_404","product:prod-head-padel-pro-s","keep","","",""
"/products/wilson-padel-overgrip-pack","product","wilson-padel-overgrip-pack","Wilson Padel Overgrip Pack","understand and buy Wilson Padel Overgrip Pack","specs, offers, alternatives entry","Is Padel Overgrip Pack the right purchase?","padel-grips","padel","false","HIDDEN_404","product:prod-wilson-overgrip","keep","","",""
"/products/wilson-bela-pro-v2-2026","product","wilson-bela-pro-v2-2026","Wilson Bela Pro V2 2026","understand and buy Wilson Bela Pro V2 2026","specs, offers, alternatives entry","Is Bela Pro V2 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-wilson-bela-pro","keep","","",""
"/products/starvie-titania-kepler-2026","product","starvie-titania-kepler-2026","StarVie Titania Kepler 2026","understand and buy StarVie Titania Kepler 2026","specs, offers, alternatives entry","Is Titania Kepler 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-starvie-titania-kepler","keep","","",""
"/products/adidas-metalbone-hrd-2026","product","adidas-metalbone-hrd-2026","Adidas Metalbone HRD 2026","understand and buy Adidas Metalbone HRD 2026","specs, offers, alternatives entry","Is Metalbone HRD 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-adidas-metalbone-hrd","keep","","",""
"/products/kuikma-pr-soft-500","product","kuikma-pr-soft-500","Kuikma PR Soft 500","understand and buy Kuikma PR Soft 500","specs, offers, alternatives entry","Is PR Soft 500 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-kuikma-pr-soft-500","keep","","",""
"/products/drop-shot-canyon-pro-2026","product","drop-shot-canyon-pro-2026","Drop Shot Canyon Pro 2026","understand and buy Drop Shot Canyon Pro 2026","specs, offers, alternatives entry","Is Canyon Pro 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-drop-shot-canyon-pro","keep","","",""
"/products/varlion-lw-carbon-difusor-2026","product","varlion-lw-carbon-difusor-2026","Varlion LW Carbon Difusor 2026","understand and buy Varlion LW Carbon Difusor 2026","specs, offers, alternatives entry","Is LW Carbon Difusor 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-varlion-lw-carbon-difusor","keep","","",""
"/products/nox-ml10-pro-cup-2026","product","nox-ml10-pro-cup-2026","Nox ML10 Pro Cup 2026","understand and buy Nox ML10 Pro Cup 2026","specs, offers, alternatives entry","Is ML10 Pro Cup 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-nox-ml10-pro-cup","keep","","",""
"/products/bullpadel-hack-03","product","bullpadel-hack-03","Bullpadel Hack 03","understand and buy Bullpadel Hack 03","specs, offers, alternatives entry","Is Hack 03 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-bullpadel-hack-03","keep","","",""
"/products/babolat-counter-viper-2026","product","babolat-counter-viper-2026","Babolat Counter Viper 2026","understand and buy Babolat Counter Viper 2026","specs, offers, alternatives entry","Is Counter Viper 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-babolat-counter-viper","keep","","",""
"/products/head-extreme-pro-padel-2026","product","head-extreme-pro-padel-2026","Head Extreme Pro Padel 2026","understand and buy Head Extreme Pro Padel 2026","specs, offers, alternatives entry","Is Extreme Pro 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-head-extreme-pro-padel","keep","","",""
"/products/wilson-blade-pro-v2-padel-2026","product","wilson-blade-pro-v2-padel-2026","Wilson Blade Pro V2 Padel 2026","understand and buy Wilson Blade Pro V2 Padel 2026","specs, offers, alternatives entry","Is Blade Pro V2 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-wilson-blade-pro-padel","keep","","",""
"/products/starvie-basalto-osiris-2026","product","starvie-basalto-osiris-2026","StarVie Basalto Osiris 2026","understand and buy StarVie Basalto Osiris 2026","specs, offers, alternatives entry","Is Basalto Osiris 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-starvie-basalto-osiris","keep","","",""
"/products/bullpadel-vertex-05-2026","product","bullpadel-vertex-05-2026","Bullpadel Vertex 05 2026","understand and buy Bullpadel Vertex 05 2026","specs, offers, alternatives entry","Is Vertex 05 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-bullpadel-vertex-05","keep","","",""
"/products/bullpadel-hack-04-2026","product","bullpadel-hack-04-2026","Bullpadel Hack 04 2026","understand and buy Bullpadel Hack 04 2026","specs, offers, alternatives entry","Is Hack 04 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-bullpadel-hack-04","keep","","",""
"/products/nox-at10-genius-12k-alum-xtrem-2026","product","nox-at10-genius-12k-alum-xtrem-2026","Nox AT10 Genius 12K Alum Xtrem 2026","understand and buy Nox AT10 Genius 12K Alum Xtrem 2026","specs, offers, alternatives entry","Is AT10 Genius 12K Alum Xtrem 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-nox-at10-12k-2026","keep","","",""
"/products/adidas-metalbone-2026","product","adidas-metalbone-2026","Adidas Metalbone 2026","understand and buy Adidas Metalbone 2026","specs, offers, alternatives entry","Is Metalbone 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-adidas-metalbone-3-3-2026","keep","","",""
"/products/head-extreme-motion-2026","product","head-extreme-motion-2026","Head Extreme Motion 2026","understand and buy Head Extreme Motion 2026","specs, offers, alternatives entry","Is Extreme Motion 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-head-extreme-motion-2026","keep","","",""
"/products/tecnifibre-wall-breaker-365","product","tecnifibre-wall-breaker-365","Tecnifibre Wall Breaker 365","understand and buy Tecnifibre Wall Breaker 365","specs, offers, alternatives entry","Is Wall Breaker 365 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-tecnifibre-wall-breaker-365-2026","keep","","",""
"/products/oxdog-sense-pro","product","oxdog-sense-pro","Oxdog Sense Pro","understand and buy Oxdog Sense Pro","specs, offers, alternatives entry","Is Sense Pro the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-oxdog-sense-pro-2026","keep","","",""
"/products/royal-padel-m27-poly-2026","product","royal-padel-m27-poly-2026","Royal Padel M27 Poly 2026","understand and buy Royal Padel M27 Poly 2026","specs, offers, alternatives entry","Is M27 Poly 2026 the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-royal-padel-rp-m27-2026","keep","","",""
"/products/black-crown-special-one-soft","product","black-crown-special-one-soft","Black Crown Special One Soft","understand and buy Black Crown Special One Soft","specs, offers, alternatives entry","Is Special One Soft the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-black-crown-special-one-soft","keep","","",""
"/products/lok-maxx-flow","product","lok-maxx-flow","Lok Maxx Flow","understand and buy Lok Maxx Flow","specs, offers, alternatives entry","Is Maxx Flow the right purchase?","padel-rackets","padel","false","HIDDEN_404","product:prod-lok-maxx-flow","keep","","",""
"/products/asics-gel-resolution-padel","product","asics-gel-resolution-padel","ASICS Gel-Resolution Padel","understand and buy ASICS Gel-Resolution Padel","specs, offers, alternatives entry","Is Gel-Resolution Padel the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-asics-gel-resolution-padel","keep","","",""
"/products/asics-gel-challenger-court","product","asics-gel-challenger-court","ASICS Gel-Challenger Court","understand and buy ASICS Gel-Challenger Court","specs, offers, alternatives entry","Is Gel-Challenger Court the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-asics-gel-challenger-court","keep","","",""
"/products/babolat-jet-premura","product","babolat-jet-premura","Babolat Jet Premura","understand and buy Babolat Jet Premura","specs, offers, alternatives entry","Is Jet Premura the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-babolat-jet-premura","keep","","",""
"/products/joma-t-slam","product","joma-t-slam","Joma T.Slam","understand and buy Joma T.Slam","specs, offers, alternatives entry","Is T.Slam the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-joma-t-slam","keep","","",""
"/products/head-revolt-pro-court","product","head-revolt-pro-court","Head Revolt Pro Court","understand and buy Head Revolt Pro Court","specs, offers, alternatives entry","Is Revolt Pro Court the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-head-revolt-pro-court","keep","","",""
"/products/adidas-crazyquick-boost-padel","product","adidas-crazyquick-boost-padel","Adidas Crazyquick Boost Padel","understand and buy Adidas Crazyquick Boost Padel","specs, offers, alternatives entry","Is Crazyquick Boost Padel the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-adidas-crazyquick-boost-m","keep","","",""
"/products/adidas-courtquick-padel-women","product","adidas-courtquick-padel-women","Adidas Courtquick Padel Women","understand and buy Adidas Courtquick Padel Women","specs, offers, alternatives entry","Is Courtquick Padel Women the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-adidas-courtquick-w","keep","","",""
"/products/adidas-crazyquick-boost-padel-women","product","adidas-crazyquick-boost-padel-women","Adidas Crazyquick Boost Padel Women","understand and buy Adidas Crazyquick Boost Padel Women","specs, offers, alternatives entry","Is Crazyquick Boost Padel Women the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-adidas-crazyquick-boost-w","keep","","",""
"/products/asics-gel-dedicate-8-padel","product","asics-gel-dedicate-8-padel","ASICS Gel-Dedicate 8 Padel","understand and buy ASICS Gel-Dedicate 8 Padel","specs, offers, alternatives entry","Is Gel-Dedicate 8 Padel the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-asics-gel-dedicate-8-padel","keep","","",""
"/products/asics-game-ff-padel","product","asics-game-ff-padel","ASICS Game FF Padel","understand and buy ASICS Game FF Padel","specs, offers, alternatives entry","Is Game FF Padel the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-asics-game-ff-padel","keep","","",""
"/products/asics-solution-swift-ff2-padel","product","asics-solution-swift-ff2-padel","ASICS Solution Swift FF 2 Padel","understand and buy ASICS Solution Swift FF 2 Padel","specs, offers, alternatives entry","Is Solution Swift FF 2 Padel the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-asics-solution-swift-ff2-padel","keep","","",""
"/products/bullpadel-hybrid-fly","product","bullpadel-hybrid-fly","Bullpadel Hybrid Fly","understand and buy Bullpadel Hybrid Fly","specs, offers, alternatives entry","Is Hybrid Fly the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-bullpadel-hybrid-fly","keep","","",""
"/products/bullpadel-ionic-woman","product","bullpadel-ionic-woman","Bullpadel Ionic Woman","understand and buy Bullpadel Ionic Woman","specs, offers, alternatives entry","Is Ionic Woman the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-bullpadel-ionic-woman","keep","","",""
"/products/nox-at10-lux","product","nox-at10-lux","Nox AT10 Lux","understand and buy Nox AT10 Lux","specs, offers, alternatives entry","Is AT10 Lux the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-nox-at10-lux","keep","","",""
"/products/nox-ml10-hexa","product","nox-ml10-hexa","Nox ML10 Hexa","understand and buy Nox ML10 Hexa","specs, offers, alternatives entry","Is ML10 Hexa the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-nox-ml10-hexa","keep","","",""
"/products/babolat-movea-2","product","babolat-movea-2","Babolat Movea 2","understand and buy Babolat Movea 2","specs, offers, alternatives entry","Is Movea 2 the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-babolat-movea-2","keep","","",""
"/products/babolat-sensa-women","product","babolat-sensa-women","Babolat Sensa Women","understand and buy Babolat Sensa Women","specs, offers, alternatives entry","Is Sensa Women the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-babolat-sensa-women","keep","","",""
"/products/joma-slam-lady","product","joma-slam-lady","Joma Slam Lady","understand and buy Joma Slam Lady","specs, offers, alternatives entry","Is Slam Lady the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-joma-slam-lady","keep","","",""
"/products/joma-spin-men","product","joma-spin-men","Joma Spin Men","understand and buy Joma Spin Men","specs, offers, alternatives entry","Is Spin Men the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-joma-spin-men","keep","","",""
"/products/head-sprint-pro-4-padel","product","head-sprint-pro-4-padel","Head Sprint Pro 4.0 Padel","understand and buy Head Sprint Pro 4.0 Padel","specs, offers, alternatives entry","Is Sprint Pro 4.0 Padel the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-head-sprint-pro-4-padel","keep","","",""
"/products/wilson-rush-pro-5-padel","product","wilson-rush-pro-5-padel","Wilson Rush Pro 5 Padel","understand and buy Wilson Rush Pro 5 Padel","specs, offers, alternatives entry","Is Rush Pro 5 Padel the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-wilson-rush-pro-5-padel","keep","","",""
"/products/kuikma-ps-990","product","kuikma-ps-990","Kuikma PS 990","understand and buy Kuikma PS 990","specs, offers, alternatives entry","Is PS 990 the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-kuikma-ps-990","keep","","",""
"/products/oxdog-hyper-court","product","oxdog-hyper-court","Oxdog Hyper Court","understand and buy Oxdog Hyper Court","specs, offers, alternatives entry","Is Hyper Court the right purchase?","padel-shoes","padel","false","HIDDEN_404","product:prod-oxdog-hyper-court","keep","","",""
