category,subcategory,brand,product,model,generation,gender,variant,manufacturer_url,manufacturer_status,retailer_urls,NL_available,EU_available,current_status,existing_in_kitletics,kitletics_product_id,evidence,research_status,disposition,disposition_reason
accessories,pressurizer,TuboPlus,TuboPlus 29PSI X3e,29PSI X3e,,unisex,,https://tubo.plus/en/comparador/,current,,unknown,yes,CURRENT,no,prod-tuboplus-29psi-x3e,Adjustable 29PSI 3-ball; pump may be offer bundle,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,pressurizer,TuboPlus,TuboPlus 29PSI X4e,29PSI X4e,,unisex,,https://tubo.plus/en/comparador/,current,,unknown,yes,CURRENT,no,prod-tuboplus-29psi-x4e,Adjustable 29PSI 4-ball,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,pressurizer,TuboPlus,TuboPlus BOOST,BOOST,,unisex,,https://tubo.plus/en/comparador/,current,,unknown,yes,CURRENT,no,prod-tuboplus-boost,Club 102-ball compressor system,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,pressurizer,TuboPlus,TuboPlus R3PLAY,R3PLAY,,unisex,,https://tubo.plus/en/comparador/,current,,unknown,yes,CURRENT,no,prod-tuboplus-r3play,29PSI daily 3-ball,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,pressurizer,TuboPlus,TuboPlus R3SET,R3SET,,unisex,,https://tubo.plus/en/comparador/,current,,unknown,yes,CURRENT,no,prod-tuboplus-r3set,Current TuboPlus essential passive 3-ball,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,pressurizer,TuboPlus,TuboPlus REPL4Y,REPL4Y,,unisex,,https://tubo.plus/en/comparador/,current,,unknown,yes,CURRENT,no,prod-tuboplus-repl4y,29PSI 4-ball pro model,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,pressurizer,TuboPlus,TuboPlus X4 / 29PSI X4,TuboPlus X4,current,unisex,4-ball passive and pump variants,https://tubo.plus,current,https://tubo.plus/en/padel-ball-pressurizers/,yes,yes,CURRENT,no,prod-tuboplus-tuboplus-x4,4-ball TuboPlus family (often tennis-origin but used for padel).,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,pressurizer,TuboPlus,TuboX3 / TuboPlus X3,TuboX3,current,unisex,passive screw-close ~15 PSI; 3-ball,https://tubo.plus,current,https://tubo.plus/en/padel-ball-pressurizers/,yes,yes,CURRENT,no,prod-tuboplus-tubox3,Budget passive preservation tube (Spanish brand). Manufacturer site intermittently 404 — retailers confirm line.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,other,various,Overgrip finishing tape / grip tape rolls,Finishing tape,current,unisex,rolls/spares,various,current_retail,https://www.padelmq.com/,yes,yes,CURRENT,no,,Consumable finishing tape sold separately — low priority vs grips themselves.,verified,NOT_A_DISTINCT_PRODUCT,"Generic category placeholder, not a brand SKU."
accessories,maintenance,various,Racket cleaning / face wipes,Cleaning kits,current,unisex,padel-specific cleaners rare,various,current_retail,https://www.padelmq.com/,likely,yes,CURRENT,no,,Sparse padel-specific cleaners; only include when clearly marketed for padel frames.,verified,NOT_A_DISTINCT_PRODUCT,"Generic category placeholder, not a brand SKU."
accessories,training_aid,various,Reaction / Target trainers,Court targets,current,unisex,wall targets / reaction balls,various,current_retail,https://www.misterpadel.com/,likely,yes,CURRENT,no,,Broad training-aid family; seed only when brand+model distinct and padel-specific.,verified,NOT_A_DISTINCT_PRODUCT,"Generic category placeholder, not a brand SKU."
accessories,protector,Vibora,Transparent Protection Tape,Vibor-A Transparent,current,unisex,transparent,https://www.vibora.com,current_retail,https://www.time2padel.com/,yes,yes,CURRENT,no,prod-vibora-vibor-a-transparent,Vibora transparent protector on Time2Padel.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,protector,Vibora,Transparent Protection Tape,Vibor-A Transparent,current,unisex,transparent,https://www.vibora.com,current_retail,https://www.time2padel.com/,yes,yes,CURRENT,no,prod-vibora-vibor-a-transparent,Vibora transparent protector on Time2Padel.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,weight_system,Wilson,Lead / Tungsten Adjustment Tape,Wilson Weight Tape,current,unisex,lead or tungsten strips,https://www.wilson.com,current_retail,https://www.wilson.com,likely,yes,CURRENT,yes,prod-wilson-wilson-weight-tape,Universal tennis/padel weight tape used under/over protectors.,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,wristband,Wilson,Padel / Tennis Wristband,Wilson Wristband,current,unisex,terry; colorways,https://www.wilson.com,current_retail,https://www.wilson.com,likely,yes,CURRENT,yes,prod-wilson-wristband,Kitletics draft — still needs model-specific PDP + packshot.,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,protector,Wilson,Padel Frame Protector,Wilson Protector,current,unisex,transparent/black,https://www.wilson.com,current_retail,https://www.tradeinn.com/,likely,yes,CURRENT,yes,prod-wilson-wilson-protector,Wilson padel protectors stocked on Tradeinn-class retailers — verify exact current SKU.,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
accessories,protector,Wilson,Wilson Padel Frame Protector,Frame Protector,,unisex,,,current,,unknown,yes,UNKNOWN,yes,prod-bullpadel-frame-protector,Investigate Wilson protector SKUs,verified,INSUFFICIENT_EVIDENCE,No Wilson-branded padel frame protector PDP confirmed on manufacturer or major ES specialist protector shelves this pass.
accessories,wristband,Wilson,Wilson Padel Wristband,Wristband,,unisex,,,current,,unknown,yes,CURRENT,yes,prod-wilson-wristband,Existing draft,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Adidas,Adidas Control Padel Bag 2026,Control 2026,2026,unisex,,https://padelproshop.com/en-de/products/padel-bag-adidas-control-white-2026,current,https://padelproshop.com/en-de/products/padel-bag-adidas-control-white-2026|https://www.megapadel.store/en/collections/bolsos-adidas,limited,yes,CURRENT,yes,prod-adidas-control-2026,Complete Adidas bag range via official padel bags category,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Adidas,Adidas Cross It Bag,Cross It Bag,,unisex,,,unknown,,no,no,UNKNOWN,no,,Cross It is a racket collection; no matching Adidas Cross It bag SKU found in 2026 specialist bag catalogs.,verified,NOT_A_DISTINCT_PRODUCT,No Cross It bag exists as a product — collection name only.
bags,PADEL_RACKET_BAG,Adidas,Adidas Metalbone Padel Bag,Metalbone Bag,,unisex,,,current,,unknown,yes,CURRENT,no,prod-adidas-metalbone-bag,Investigate Metalbone collection bag on adidas padel / specialists,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Adidas,Adidas Multigame Backpack 2026,Multigame Backpack 2026,2026,unisex,colorways collapsed,https://www.megapadel.store/en/collections/bolsos-adidas,current,https://www.megapadel.store/en/collections/bolsos-adidas,limited,yes,CURRENT,yes,prod-adidas-multigame-backpack-2026,Multigame backpack form sibling.,verified,CATALOGED_CURRENT,Adidas bag range completion.
bags,PADEL_RACKET_BAG,Adidas,Adidas Multigame Padel Bag 2026,Multigame 2026,2026,unisex,"colorways collapsed (Black/Red, Off White, Tonal Black)",https://www.megapadel.store/en/collections/bolsos-adidas,current,https://www.megapadel.store/en/collections/bolsos-adidas,limited,yes,CURRENT,yes,prod-adidas-multigame-2026,Multigame 2026 paletero distinct from ProTour and Control.,verified,CATALOGED_CURRENT,Adidas bag range completion.
bags,BACKPACK,Adidas,Adidas ProTour Backpack 2026,ProTour Backpack 2026,2026,unisex,colorways collapsed,https://www.padelnuestro.com/uk/bag-adidas-protour-2026-ab1ma6u26,current,https://padelproshop.com/en-de/products/backpack-adidas-pro-tour-blue-2026|https://www.megapadel.store/en/collections/bolsos-adidas,limited,yes,CURRENT,yes,prod-adidas-protour-backpack-2026,Distinct backpack form vs ProTour racket bag; Martita Ortega ProTour line.,verified,CATALOGED_CURRENT,Adidas bag range completion.
bags,COURT_BAG,Adidas,Control Padel Bag,Control,2026 / 3.4,unisex,colorways collapsed (Black/Blue; Green),https://padelshop.com/collections/adidas-padel-bags,current_retail,https://www.zonadepadel.nl/adidas-padel/14461-adidas-padeltas-control-zwart-blauw-2026.html|https://www.tennispro.eu/adidas-control-3-4-padel-bag-898059.html|https://padelshop.com/collections/adidas-padel-bags,yes,yes,PREVIOUS_GENERATION,no,prod-adidas-control,Entry ~35 L / 2-racket side sleeve; no thermo on typical listings; Control entry tier distinct from Multigame/ProTour.,verified,DUPLICATE,Duplicate of Adidas Control Padel Bag 2026 (Control 2026) — color/year listing collapse.
bags,BACKPACK,Adidas,Multigame Padel Backpack,Multigame Backpack,2026,unisex,colorways collapsed (Black/Red Galán; Tonal Black; White/Orange),https://padelshop.com/collections/adidas-padel-bags,current_retail,https://padelshop.com/products/adidas-multigame-backpack-2026,yes,yes,CURRENT,no,prod-adidas-multigame-backpack,Backpack form with external thermal racket compartment (~1 racket); no dedicated shoe compartment on many listings; Galán Multigame collection.,verified,DUPLICATE,Duplicate of Adidas Multigame Backpack 2026 (Multigame Backpack 2026) — color/year listing collapse.
bags,PADEL_RACKET_BAG,Adidas,Multigame Padel Bag,Multigame,2026 / 3.4,unisex,colorways collapsed (Black; Black/Red Ale Galán),https://padelshop.com/collections/adidas-padel-bags,current_retail,https://padellife.nl/products/adidas-multigame-padel-bag-2026-black-red|https://padellife.nl/products/adidas-multigame-padel-bag-2026-black|https://www.zonadepadel.nl/adidas-padel/14457-adidas-padeltas-multigame-zwart-2026.html,yes,yes,PREVIOUS_GENERATION,no,prod-adidas-multigame,58 L mid-tier thermo paletero; dual thermo sides; ventilated shoe compartment; Ale Galán Multigame signature colorway is variant not separate SKU.,verified,DUPLICATE,Duplicate of Adidas Multigame Padel Bag 2026 (yearless listing).
bags,BACKPACK,Adidas,ProTour Padel Backpack,ProTour Backpack,2026 / 3.5,unisex,colorways collapsed (Blue; Pink; White; Black),https://padelshop.com/collections/adidas-padel-bags,current_retail,https://www.padelmq.com/en/products/adidas-protour-3-5-blue-backpack-2026|https://padelshop.com/products/adidas-pro-tour-backpack-2026,yes,yes,PREVIOUS_GENERATION,no,prod-adidas-protour-backpack,Distinct from ProTour racketbag: backpack form; thermal racket pocket; ventilated shoe well; ~50×32×23 cm. ProTour collection.,verified,DUPLICATE,Duplicate of Adidas ProTour Backpack 2026.
bags,PADEL_RACKET_BAG,Adidas,ProTour Padel Bag,ProTour,2026 / 3.5,unisex,colorways collapsed (Blue/Bronze; Pink; Black etc),https://padelshop.com/collections/adidas-padel-bags,current_retail,https://padellife.nl/products/adidas-pro-tour-padel-bag-2026-blue-bronze|https://www.zonadepadel.nl/adidas-padel/14454-adidas-padeltas-protour-blauw-brons-2026.html|https://padelshop.com/collections/adidas-padel-bags,yes,yes,CURRENT,yes,prod-adidas-protour-padel,70 L tournament paletero; dual thermo side compartments; ventilated shoe/wet area; ProTour / Martita Ortega competition tier. Kitletics seeded as ProTour 3.4/3.5 — treat 2026 ProTour racketbag as same product family unless capacity layout changes.,verified,CATALOGED_CURRENT,Adidas ProTour racket bag — distinct from ProTour Backpack; maps to existing prod-adidas-protour-padel family.
bags,PADEL_RACKET_BAG,Adidas,Tour Padel Bag,Tour,current,unisex,Bronze/Orange,https://padelshop.com/collections/adidas-padel-bags,current_retail,https://padelshop.com/collections/adidas-padel-bags,yes,yes,CURRENT,no,prod-hesacore-tour,Adidas Tour Bronze/Orange racketbag on PadelShop NL — mid line between Control and Multigame; confirm exact L vs Multigame before PDP merge.,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Adidas,Weekend Backpack,Weekend,3.4,unisex,Black,https://padelshop.com/collections/adidas-padel-bags,current_retail,https://padelshop.com/collections/adidas-padel-bags,yes,yes,CURRENT,no,prod-adidas-weekend,Weekend 3.4 Black backpack listed on NL PadelShop; softer/lifestyle carry vs ProTour/Multigame technical packs.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Babolat,Babolat Juan Lebron Collection Bag,Lebron Bag,,unisex,,,current,,unknown,yes,UNKNOWN,no,,Investigate Lebron signature bag SKUs,verified,INSUFFICIENT_EVIDENCE,No distinct Juan Lebrón signature bag SKU confirmed on Babolat official padel bags page beyond RH Pro / Court / Lite lines this pass.
bags,PADEL_RACKET_BAG,Babolat,Babolat RH Pro Padel,RH Pro,,unisex,,https://www.babolat.com,current,,unknown,yes,CURRENT,yes,prod-babolat-rh-pro-padel,Existing RH Pro catalog row,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Babolat,Backpack Kids,Backpack Kids,current,kids,,https://www.babolat.com/us/padel/bags.html,current,https://www.babolat.com/us/padel/bags.html,yes,yes,CURRENT,no,prod-babolat-backpack-kids,14–15 L kids backpack; 1 racket — junior SKU.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Babolat,Court Backpack / Court Backpack Hero,Court Backpack,current,unisex,colorways collapsed (incl. Hero),https://www.babolat.com/gb/court-backpack-hero/100-753116.html,current,https://www.babolat.com/us/padel/bags.html|https://www.babolat.com/gb/court-backpack-hero/100-753116.html,yes,yes,CURRENT,yes,prod-babolat-court-backpack,~30 L backpack; 2 racket compartment + laptop; Kitletics Court Backpack maps here (Court S is separate product).,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Babolat,Court Backpack Lite,Court Backpack Lite,current,unisex,,https://www.babolat.com/us/padel/bags.html,current,https://www.babolat.com/us/padel/bags.html,yes,yes,CURRENT,no,prod-babolat-court-backpack-lite,25 L lighter Court backpack; 1 racket compartment — distinct from Court Backpack Hero 30 L. | Official Court Backpack Lite 25L.,verified,CATALOGED_CURRENT,Onboarded from brand×category discovery.
bags,COURT_BAG,Babolat,Court S Padel,Court S,current,unisex,colorways collapsed,https://www.babolat.com/us/padel/bags.html,current,https://www.babolat.com/us/padel/bags.html,yes,yes,CURRENT,yes,prod-babolat-court-backpack,~32–35 L / 2 rackets day bag; divided main; outer zip. Distinct from Court Backpack.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,Babolat,RH Perf Padel,RH Perf,2nd gen / current,unisex,Silver/Black,https://www.babolat.com/us/rh-perf/759021.html,current,https://www.babolat.com/us/rh-perf/759021.html|https://www.babolat.com/us/padel/bags.html,yes,yes,CURRENT,no,prod-babolat-rh-perf,52 L / 4 rackets; backpack carry; fence carabiner; water-repellent recycled polyester — distinct smaller tournament bag vs RH Pro 62 L.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,Babolat,RH Pro Padel,RH Pro Padel,2025-2026,unisex,colorways collapsed (Black; Technical White/Black/Red; Juan Lebrón),https://www.babolat.com/us/padel/bags.html,current,https://www.babolat.com/us/padel/bags.html|https://padelproshop.com/en/products/padel-bag-babolat-rh-pro-padel-technical-2026|https://www.zonadepadel.com/babolat/11930-babolat-rh-pro-padel-black-2025-padel-bag.html,yes,yes,CURRENT,yes,prod-babolat-rh-pro-padel,62 L / 4 rackets / 3 main compartments; Technical & Lebrón editions are color/finish variants of same RH Pro architecture (confirm insulated count: some Technical listings show 0 isothermal vs classic 1).,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Black Crown,Spartan Backpack,Spartan,current,unisex,Black/Red,,current_retail,https://www.padelmq.com/en/products/black-crown-spartan-backpack-black-red,yes,yes,CURRENT,no,prod-black-crown-spartan,Compact backpack; 2-racket compartment; bottom shoe well; ~31×20×49 cm.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Black Crown,Thunder Padel Bag,Thunder,2026,unisex,Black,,current_retail,https://www.padelshack.com/product/black-crown-thunder-padel-bag-2026-blackblack/,yes,yes,CURRENT,no,prod-black-crown-thunder,2026 Thunder; thermal 2 rackets; clothing + ventilated shoes; ~58×33×29 cm class.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Black Crown,Ultimate Pro 2.0,Ultimate Pro 2.0,2025,unisex,colorways collapsed (Black; Navy),,current_retail,https://www.padelshack.com/product/black-crown-ultimate-pro-20-padel-racket-bag-2025-navy/,yes,yes,CURRENT,no,prod-black-crown-ultimate-pro-2-0,58×33×29 cm; thermal 2 rackets; ventilated shoes; backpack straps. Ultimate Pro 2.0.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Advance 2026 Paletero,Advance BPP26014,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-advance-bpp26014,Advance BPP26014 on official catalog,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,COURT_BAG,Bullpadel,Bullpadel Casual 2026 Paletero,Casual BPP26016,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-casual-bpp26016,Casual 2026 mid bag,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Elite 2026 Paletero,Elite BPP26019,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-elite-bpp26019,Elite / Gemma Triay 2026 bag,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Hack 2024 Paletero,Hack BPP24012,2024,unisex,,,current,,unknown,yes,PREVIOUS_GENERATION,no,,Prior Hack bag still listed,verified,CONFIRMED_PREVIOUS,Previous-generation inventory row; not current market discovery.
bags,BACKPACK,Bullpadel,Bullpadel Hack 2025 Backpack,Hack BPM25001,2025,unisex,,https://padelmarket.com/en/collections/bags-bullpadel,current,,unknown,yes,PREVIOUS_GENERATION,no,,Prior Hack backpack still in retail clearance,verified,CONFIRMED_PREVIOUS,Previous-generation inventory row; not current market discovery.
bags,BACKPACK,Bullpadel,Bullpadel Hack 2026 Backpack,Hack BPM26002,2026,unisex,,https://www.bullpadel.com/gb/5750-mochila-bullpadel-bpm26002-hack-gris-verdoso.html,current,https://padelmarket.com/en/collections/bags-bullpadel,unknown,yes,CURRENT,no,prod-bullpadel-hack-bpm26002,Hack 2026 backpack BPM26002; family Hack,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Icon 2026 Paletero,Icon BPP26023,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-icon-bpp26023,Icon / Juan Martin Diaz 2026 bag,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Ionic 2026 Paletero,Ionic BPP26005,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-ionic-bpp26005,Ionic 2026 bag,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Bullpadel,Bullpadel Neuron 2026 Backpack,Neuron BPM26020,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-neuron-bpm26020,Neuron 2026 backpack,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Neuron 2026 Paletero,Neuron BPP26020,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,https://padelmarket.com/en/collections/bags-bullpadel,unknown,yes,CURRENT,no,prod-bullpadel-neuron-bpp26020,Neuron / Chingotto 2026 paletero,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Bullpadel,Bullpadel Pearl 2026 Backpack,Pearl BPM27017,2026,women,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-pearl-bpm27017,Pearl backpack on official bags listing,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Pearl 2026 Paletero,Pearl BPP26021,2026,women,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-pearl-bpp26021,Pearl / Bea Gonzalez 2026 women’s collection bag,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Tour Premier 2026 Paletero,Tour BPP26015,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-tour-bpp26015,Tour Premier paletero,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,Bullpadel,Bullpadel Trolley BPP26011,Trolley BPP26011,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-trolley-bpp26011,Black trolley bag on official listing,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Vertex 2026 Paletero,Vertex BPP26001,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,https://padelmarket.com/en/collections/bags-bullpadel,unknown,yes,CURRENT,no,prod-bullpadel-vertex-bpp26001,Vertex 2026 racket bag line (black/geo/W variants by collection),verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Bullpadel,Bullpadel Vertex Geo Backpack,Vertex Geo Backpack,2025,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,yes,prod-bullpadel-vertex-backpack,Existing Vertex Geo backpack catalog row,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Bullpadel,Bullpadel Vertex Geo Premier Backpack,Vertex Geo Premier BPM26008,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-vertex-geo-premier-bpm26008,Vertex Geo Premier backpack SKU on official page 2,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Wonder 2026 Paletero,Wonder BPP26024,2026,women,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-wonder-bpp26024,Wonder / Claudia Fernandez 2026 bag,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Bullpadel,Bullpadel Xplo 2026 Paletero,Xplo BPP26022,2026,unisex,,https://www.bullpadel.com/gb/36-padel-bags,current,,unknown,yes,CURRENT,no,prod-bullpadel-xplo-bpp26022,Xplo / Di Nenno 2026 bag; colors collapsed,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Bullpadel,Flow Padel Bag,Flow BPP26006,2026,unisex,Black (Alejandra Salazar),https://www.bullpadel.com/gb/36-padel-bags,current_retail,https://www.padelshack.com/product/bullpadel-flow-black-padel-racket-bag-2026/,yes,yes,CURRENT,no,prod-bullpadel-flow-bpp26006,Flow Salazar signature; ~58×30×35 cm; 2 thermal compartments; ventilated shoe/clothing; lighter mid profile. Flow collection.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Bullpadel,Hack Backpack,BPM26002 Hack,2026,unisex,Grey-Green (Paquito Navarro),,current_retail,https://www.padelmq.com/en/products/bullpadel-hack-backpack-grey-green-2026,yes,yes,CURRENT,no,prod-bullpadel-bpm26002-hack,Hack backpack: thermo 2 rackets + laptop + ventilated shoes. Distinct from Hack paletero.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Bullpadel,Hack Padel Bag,Hack BPP26012,2026,unisex,Black (Paquito Navarro),https://www.bullpadel.com/gb/36-padel-bags,current_retail,https://www.bandeja-shop.com/en/bullpadel-hack-black-2026-padel-bag.html,yes,yes,CURRENT,no,prod-bullpadel-hack-bpp26012,Hack 2026 Paquito Navarro; 2 thermo / 4 rackets; ventilated clothing/shoes; semi-rigid side hull. Hack collection.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Bullpadel,Ionic / Vertex Geo related bag,BPP26005 Ionic,2026,unisex,,,current_retail,https://www.bandeja-shop.com/en/bullpadel-hack-black-2026-padel-bag.html,yes,yes,CURRENT,yes,prod-bullpadel-bpp26005-ionic,Retailer SKU lists cite Ionic BPP26005 in 2026 bag matrix alongside Vertex/Hack/Flow/XPLO — verify PDP before publish.,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Bullpadel,Vertex Backpack / Vertex Geo Backpack,BPM26007 / BPM26008 Vertex,2026,unisex,colorways collapsed (Black; Black/Red),,current_retail,https://www.padelmq.com/en-eu/products/bullpadel-vertex-backpack-black-2026-juan-tello|https://padelshop.com/products/bullpadel-bpm26008-vertex-backpack|https://decathlon.com.cy/products/padel-backpack-bullpadel-vertex-2026-black-red,yes,yes,CURRENT,no,prod-bullpadel-bpm26007-bpm26008-vertex,Vertex 2026 thermo backpack 2 rackets + laptop + ventilated shoes; Kitletics Vertex Geo maps to this 2026 Vertex backpack family.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Bullpadel,Vertex Padel Bag,BPP26001 Vertex,2026,unisex,Black (Juan Tello),,current_retail,https://www.zonadepadel.com/bullpadel/13827-bullpadel-bpp26001-vertex-black-2026-padel-bag.html|https://padelmarket.com/en-eu/products/bullpadel-bpp-26001-vertex-black-2026-juan-tello-racket-bag,yes,yes,CURRENT,no,prod-bullpadel-bpp26001-vertex,Vertex 2026 Juan Tello paletero; 2 thermo comps / up to 4 rackets; ventilated shoes; ~60×28.5×40 cm. Vertex collection signature.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Bullpadel,XPLO Backpack,BPM26022 XPLO,2026,unisex,Black (Di Nenno),,current_retail,https://www.zonadepadel.com/bullpadel/13845-backpack-bullpadel-bpm26022-xplo-black-2026.html,yes,yes,CURRENT,no,prod-bullpadel-bpm26022-xplo,XPLO backpack with reinforced thermo compartment; distinct form from BPP26022 bag.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Bullpadel,XPLO Padel Bag,BPP26022 XPLO,2026,unisex,Black (Martín Di Nenno),,current_retail,https://www.padelmq.com/en-eu/products/bullpadel-xplo-padel-bag-black-2026-martin-di-nenno|https://www.zonadepadel.nl/bullpadel/13841-bullpadel-padeltas-bpp26022-xplo-zwart-2026.html,yes,yes,CURRENT,no,prod-bullpadel-bpp26022-xplo,XPLO Di Nenno paletero; 2 thermo / 4 rackets; ventilated shoes; ~60×30×40 cm. XPLO collection.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
