issue_id,severity,url,path,page_type,issue_class,issue_subclass,rendered_excerpt,image_path,root_cause,status,validation,validation_note
PFL-0103,BLOCKER,http://127.0.0.1:3011/products/bullpadel-gb-1201-perforated,/products/bullpadel-gb-1201-perforated,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel GB-1201 Perforated Overgrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match bullpadel-gb-1201-perforated,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0104,BLOCKER,http://127.0.0.1:3011/products/bullpadel-hack-bpm26002,/products/bullpadel-hack-bpm26002,product,IMAGE_WRONG_BRAND,nox,"Bullpadel Hack 2026 Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0105,BLOCKER,http://127.0.0.1:3011/products/bullpadel-hack-bpm26002,/products/bullpadel-hack-bpm26002,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Hack 2026 Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-hack-bpm26002,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0106,BLOCKER,http://127.0.0.1:3011/products/bullpadel-hack-bpp26012,/products/bullpadel-hack-bpp26012,product,IMAGE_WRONG_BRAND,nox,"Hack Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0107,BLOCKER,http://127.0.0.1:3011/products/bullpadel-hack-bpp26012,/products/bullpadel-hack-bpp26012,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Hack Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-hack-bpp26012,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0108,BLOCKER,http://127.0.0.1:3011/products/bullpadel-icon-bpp26023,/products/bullpadel-icon-bpp26023,product,IMAGE_WRONG_BRAND,nox,"Bullpadel Icon 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0109,BLOCKER,http://127.0.0.1:3011/products/bullpadel-icon-bpp26023,/products/bullpadel-icon-bpp26023,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Icon 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-icon-bpp26023,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0110,BLOCKER,http://127.0.0.1:3011/products/bullpadel-ionic-bpp26005,/products/bullpadel-ionic-bpp26005,product,IMAGE_WRONG_BRAND,nox,"Bullpadel Ionic 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0111,BLOCKER,http://127.0.0.1:3011/products/bullpadel-ionic-bpp26005,/products/bullpadel-ionic-bpp26005,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Ionic 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-ionic-bpp26005,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0112,HIGH,http://127.0.0.1:3011/products/bullpadel-ionic-woman,/products/bullpadel-ionic-woman,product,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Raw catalog/schema key is visible to users,OPEN,CONFIRMED,Visible camelCase schema token genderFit in Padel shoe Best/PDP copy (e.g. Best Padel Shoes: “Then genderFit last”).
PFL-0113,HIGH,http://127.0.0.1:3011/products/bullpadel-metalshield,/products/bullpadel-metalshield,product,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Acce…,,Raw catalog/schema key is visible to users,OPEN,CONFIRMED,Visible camelCase schema token genderFit in Padel shoe Best/PDP copy (e.g. Best Padel Shoes: “Then genderFit last”).
PFL-0114,HIGH,http://127.0.0.1:3011/products/bullpadel-metalshield/alternatives,/products/bullpadel-metalshield/alternatives,alternatives,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Acce…,,Raw catalog/schema key is visible to users,OPEN,CONFIRMED,Visible camelCase schema token genderFit in Padel shoe Best/PDP copy (e.g. Best Padel Shoes: “Then genderFit last”).
PFL-0115,BLOCKER,http://127.0.0.1:3011/products/bullpadel-neuron-bpm26020,/products/bullpadel-neuron-bpm26020,product,IMAGE_WRONG_BRAND,nox,"Bullpadel Neuron 2026 Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0116,BLOCKER,http://127.0.0.1:3011/products/bullpadel-neuron-bpm26020,/products/bullpadel-neuron-bpm26020,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Neuron 2026 Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-neuron-bpm26020,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0117,BLOCKER,http://127.0.0.1:3011/products/bullpadel-next,/products/bullpadel-next,product,IMAGE_WRONG_BRAND,adidas-padel,"Bullpadel Next: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,"Primary image path signals adidas-padel, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0118,BLOCKER,http://127.0.0.1:3011/products/bullpadel-next,/products/bullpadel-next,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Next: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match bullpadel-next,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0119,BLOCKER,http://127.0.0.1:3011/products/bullpadel-pearl-bpm27017,/products/bullpadel-pearl-bpm27017,product,IMAGE_WRONG_BRAND,nox,"Bullpadel Pearl 2026 Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0120,BLOCKER,http://127.0.0.1:3011/products/bullpadel-pearl-bpm27017,/products/bullpadel-pearl-bpm27017,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Pearl 2026 Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-pearl-bpm27017,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0121,HIGH,http://127.0.0.1:3011/products/bullpadel-protector-custom-weight,/products/bullpadel-protector-custom-weight,product,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Acce…,,Raw catalog/schema key is visible to users,OPEN,CONFIRMED,Visible camelCase schema token genderFit in Padel shoe Best/PDP copy (e.g. Best Padel Shoes: “Then genderFit last”).
PFL-0122,HIGH,http://127.0.0.1:3011/products/bullpadel-protector-custom-weight/alternatives,/products/bullpadel-protector-custom-weight/alternatives,alternatives,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Acce…,,Raw catalog/schema key is visible to users,OPEN,CONFIRMED,Visible camelCase schema token genderFit in Padel shoe Best/PDP copy (e.g. Best Padel Shoes: “Then genderFit last”).
PFL-0123,BLOCKER,http://127.0.0.1:3011/products/bullpadel-tour-bpp26015,/products/bullpadel-tour-bpp26015,product,IMAGE_WRONG_BRAND,nox,"Bullpadel Tour Premier 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0124,BLOCKER,http://127.0.0.1:3011/products/bullpadel-tour-bpp26015,/products/bullpadel-tour-bpp26015,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Tour Premier 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-tour-bpp26015,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0125,BLOCKER,http://127.0.0.1:3011/products/bullpadel-vertex-bpp26001,/products/bullpadel-vertex-bpp26001,product,IMAGE_WRONG_BRAND,nox,"Bullpadel Vertex 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0126,BLOCKER,http://127.0.0.1:3011/products/bullpadel-vertex-bpp26001,/products/bullpadel-vertex-bpp26001,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Vertex 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-vertex-bpp26001,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0127,BLOCKER,http://127.0.0.1:3011/products/bullpadel-vertex-geo-premier-bpm26008,/products/bullpadel-vertex-geo-premier-bpm26008,product,IMAGE_WRONG_BRAND,nox,"Bullpadel Vertex Geo Premier Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0128,BLOCKER,http://127.0.0.1:3011/products/bullpadel-vertex-geo-premier-bpm26008,/products/bullpadel-vertex-geo-premier-bpm26008,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Vertex Geo Premier Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-vertex-geo-premier-bpm26008,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0129,BLOCKER,http://127.0.0.1:3011/products/bullpadel-wonder-bpp26024,/products/bullpadel-wonder-bpp26024,product,IMAGE_WRONG_BRAND,nox,"Bullpadel Wonder 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0130,BLOCKER,http://127.0.0.1:3011/products/bullpadel-wonder-bpp26024,/products/bullpadel-wonder-bpp26024,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Wonder 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-wonder-bpp26024,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0131,BLOCKER,http://127.0.0.1:3011/products/bullpadel-xplo-bpp26022,/products/bullpadel-xplo-bpp26022,product,IMAGE_WRONG_BRAND,nox,"Bullpadel Xplo 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected bullpadel",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0132,BLOCKER,http://127.0.0.1:3011/products/bullpadel-xplo-bpp26022,/products/bullpadel-xplo-bpp26022,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Bullpadel Xplo 2026 Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match bullpadel-xplo-bpp26022,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0133,BLOCKER,http://127.0.0.1:3011/products/drop-shot-blitz,/products/drop-shot-blitz,product,IMAGE_WRONG_BRAND,nox,"Blitz Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected drop-shot",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0134,BLOCKER,http://127.0.0.1:3011/products/drop-shot-blitz,/products/drop-shot-blitz,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Blitz Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match drop-shot-blitz,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0135,BLOCKER,http://127.0.0.1:3011/products/drop-shot-blitz/alternatives,/products/drop-shot-blitz/alternatives,alternatives,IMAGE_WRONG_SPORT,guide_running_shoes,Alternatives to Blitz Backpack · Kitletics,/images/home/guide-running-shoes.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,Rendered /images/home/guide-running-shoes.jpg on Padel alternatives pages.
PFL-0136,BLOCKER,http://127.0.0.1:3011/products/drop-shot-club,/products/drop-shot-club,product,IMAGE_WRONG_BRAND,adidas-padel,"Club: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected drop-shot",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0137,BLOCKER,http://127.0.0.1:3011/products/drop-shot-club,/products/drop-shot-club,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Club: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match drop-shot-club,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0138,BLOCKER,http://127.0.0.1:3011/products/drop-shot-lcp,/products/drop-shot-lcp,product,IMAGE_WRONG_BRAND,nox,"LCP Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected drop-shot",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0139,BLOCKER,http://127.0.0.1:3011/products/drop-shot-lcp,/products/drop-shot-lcp,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"LCP Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match drop-shot-lcp,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0140,BLOCKER,http://127.0.0.1:3011/products/drop-shot-speed-tech,/products/drop-shot-speed-tech,product,IMAGE_WRONG_BRAND,adidas-padel,"Drop Shot Speed Tech: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,"Primary image path signals adidas-padel, expected drop-shot",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0141,BLOCKER,http://127.0.0.1:3011/products/drop-shot-speed-tech,/products/drop-shot-speed-tech,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Drop Shot Speed Tech: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match drop-shot-speed-tech,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0142,BLOCKER,http://127.0.0.1:3011/products/drop-shot-speed-tech/alternatives,/products/drop-shot-speed-tech/alternatives,alternatives,IMAGE_WRONG_SPORT,guide_running_shoes,Alternatives to Drop Shot Speed Tech · Kitletics,/images/home/guide-running-shoes.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,Rendered /images/home/guide-running-shoes.jpg on Padel alternatives pages.
PFL-0143,BLOCKER,http://127.0.0.1:3011/products/drop-shot-super-tacky,/products/drop-shot-super-tacky,product,IMAGE_WRONG_BRAND,adidas-padel,"Super Tacky: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected drop-shot",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0144,BLOCKER,http://127.0.0.1:3011/products/drop-shot-super-tacky,/products/drop-shot-super-tacky,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Super Tacky: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match drop-shot-super-tacky,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0145,BLOCKER,http://127.0.0.1:3011/products/drop-shot-tournament-speed-pro,/products/drop-shot-tournament-speed-pro,product,IMAGE_WRONG_BRAND,adidas-padel,"Drop Shot Tournament Speed Pro: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,"Primary image path signals adidas-padel, expected drop-shot",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0146,BLOCKER,http://127.0.0.1:3011/products/drop-shot-tournament-speed-pro,/products/drop-shot-tournament-speed-pro,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Drop Shot Tournament Speed Pro: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match drop-shot-tournament-speed-pro,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0147,BLOCKER,http://127.0.0.1:3011/products/drop-shot-tournament-speed-pro/alternatives,/products/drop-shot-tournament-speed-pro/alternatives,alternatives,IMAGE_WRONG_SPORT,guide_running_shoes,Alternatives to Drop Shot Tournament Speed Pro · Kitletics,/images/home/guide-running-shoes.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,Rendered /images/home/guide-running-shoes.jpg on Padel alternatives pages.
PFL-0148,BLOCKER,http://127.0.0.1:3011/products/drop-shot-tournament-tech,/products/drop-shot-tournament-tech,product,IMAGE_WRONG_BRAND,adidas-padel,"Drop Shot Tournament Tech: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,"Primary image path signals adidas-padel, expected drop-shot",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0149,BLOCKER,http://127.0.0.1:3011/products/drop-shot-tournament-tech,/products/drop-shot-tournament-tech,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Drop Shot Tournament Tech: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match drop-shot-tournament-tech,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0150,BLOCKER,http://127.0.0.1:3011/products/drop-shot-tournament-tech/alternatives,/products/drop-shot-tournament-tech/alternatives,alternatives,IMAGE_WRONG_SPORT,guide_running_shoes,Alternatives to Drop Shot Tournament Tech · Kitletics,/images/home/guide-running-shoes.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,Rendered /images/home/guide-running-shoes.jpg on Padel alternatives pages.
PFL-0151,BLOCKER,http://127.0.0.1:3011/products/drop-shot-training-tech,/products/drop-shot-training-tech,product,IMAGE_WRONG_BRAND,adidas-padel,"Drop Shot Training Tech: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,"Primary image path signals adidas-padel, expected drop-shot",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0152,BLOCKER,http://127.0.0.1:3011/products/drop-shot-training-tech,/products/drop-shot-training-tech,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Drop Shot Training Tech: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match drop-shot-training-tech,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0153,BLOCKER,http://127.0.0.1:3011/products/drop-shot-training-tech/alternatives,/products/drop-shot-training-tech/alternatives,alternatives,IMAGE_WRONG_SPORT,guide_running_shoes,Alternatives to Drop Shot Training Tech · Kitletics,/images/home/guide-running-shoes.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,Rendered /images/home/guide-running-shoes.jpg on Padel alternatives pages.
PFL-0154,BLOCKER,http://127.0.0.1:3011/products/dunlop-eco,/products/dunlop-eco,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Dunlop Eco Padel: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match dunlop-eco,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
