URL,entity,surface,before,after,classification_before,classification_after,source,evidence
/products/amphipod-vizlet-led,amphipod-vizlet-led,pdp-buy-if,,"Dual-magnet attach to fabric, belts and Xinglet pads",MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/amphipod-vizlet-led,amphipod-vizlet-led,pdp-skip-if,You need to avoid coin-cell maintenance vs USB-rechargeable peers.,You need to avoid coin-cell maintenance vs USB-rechargeable peers.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/amphipod-vizlet-led,amphipod-vizlet-led,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/amphipod-vizlet-led,amphipod-vizlet-led,pdp-skip-if,You prefer Nathan LightBender RX Armband Light when a visibility / safety gear is not the weekly job.,You prefer Nathan LightBender RX Armband Light when a visibility / safety gear is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/amphipod-vizlet-led,amphipod-vizlet-led,pdp-skip-if,,Coin-cell maintenance vs USB-rechargeable peers,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/amphipod-vizlet-led/alternatives,amphipod-vizlet-led,alternatives-best-for,uc-night-running,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/amphipod-vizlet-led/alternatives,amphipod-vizlet-led,alternatives-best-for,uc-commute-running,Over a generalist when visibility / safety gear is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/amphipod-vizlet-led/alternatives,amphipod-vizlet-led,alternatives-best-for,uc-daily-training,Reflective body plus active flash in a tiny package.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-best-for,You're looking for high-coverage Reflect360 material under vehicle lights.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-best-for,You want enough of what Reflect360 Running Vest is built for without stretching it into another job.,Over a generalist when visibility / safety gear is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-best-for,You prefer Reflect360 Running Vest over a generalist when visibility / safety gear is the weekly filter.,Open vest cut works over jackets and layers.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-best-for,High-coverage Reflect360 material under vehicle lights,Strong winter/commute default vs thin sashes.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-not-ideal-for,You need to avoid passive only — pair with clip or wearable LEDs for unlit roads.,Those looking for passive only.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-not-ideal-for,You prefer Nathan Streak Reflective Vest when a visibility / safety gear is not the weekly job.,Those looking for Nathan Streak Reflective Vest when a visibility / safety gear is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-not-ideal-for,Passive only — pair with clip or wearable LEDs for unlit roads,Those looking for Bulkier than Xinglet for short mild-night jogs.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-buy-if,You're looking for high-coverage Reflect360 material under vehicle lights.,You're looking for high-coverage Reflect360 material under vehicle lights.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-buy-if,You want enough of what Reflect360 Running Vest is built for without stretching it into another job.,You want enough of what Reflect360 Running Vest is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-buy-if,You prefer Reflect360 Running Vest over a generalist when visibility / safety gear is the weekly filter.,You prefer Reflect360 Running Vest over a generalist when visibility / safety gear is the weekly filter.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-buy-if,,High-coverage Reflect360 material under vehicle lights,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-skip-if,You need to avoid passive only — pair with clip or wearable LEDs for unlit roads.,You need to avoid passive only — pair with clip or wearable LEDs for unlit roads.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-skip-if,You prefer Nathan Streak Reflective Vest when a visibility / safety gear is not the weekly job.,You prefer Nathan Streak Reflective Vest when a visibility / safety gear is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/proviz-reflect360-running-vest,proviz-reflect360-running-vest,pdp-skip-if,,Passive only — pair with clip or wearable LEDs for unlit roads,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/proviz-reflect360-running-vest/alternatives,proviz-reflect360-running-vest,alternatives-best-for,uc-night-running,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/proviz-reflect360-running-vest/alternatives,proviz-reflect360-running-vest,alternatives-best-for,uc-commute-running,Over a generalist when visibility / safety gear is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/proviz-reflect360-running-vest/alternatives,proviz-reflect360-running-vest,alternatives-best-for,uc-winter-running,Open vest cut works over jackets and layers.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-best-for,You're looking for comfortable armband form factor with long flash runtime.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-best-for,You want enough of what LightBender RX is built for without stretching it into another job.,Over a generalist when visibility / safety gear is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-best-for,You prefer LightBender RX over a generalist when visibility / safety gear is the weekly filter.,RGB modes help customize visibility against clothing colors.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-best-for,Comfortable armband form factor with long flash runtime,IPX4 and USB recharge for wet winter training.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-not-ideal-for,You need to avoid can chafe on bare arms — better over sleeves.,Those looking for can chafe on bare arms.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-not-ideal-for,You prefer Proviz Reflect360 Running Vest when a visibility / safety gear is not the weekly job.,Those looking for Proviz Reflect360 Running Vest when a visibility / safety gear is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-not-ideal-for,Can chafe on bare arms — better over sleeves,Those looking for Marker light only.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-buy-if,You're looking for comfortable armband form factor with long flash runtime.,You're looking for comfortable armband form factor with long flash runtime.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-buy-if,You want enough of what LightBender RX is built for without stretching it into another job.,You want enough of what LightBender RX is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-buy-if,You prefer LightBender RX over a generalist when visibility / safety gear is the weekly filter.,You prefer LightBender RX over a generalist when visibility / safety gear is the weekly filter.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-buy-if,,Comfortable armband form factor with long flash runtime,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-skip-if,You need to avoid can chafe on bare arms — better over sleeves.,You need to avoid can chafe on bare arms — better over sleeves.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-skip-if,You prefer Proviz Reflect360 Running Vest when a visibility / safety gear is not the weekly job.,You prefer Proviz Reflect360 Running Vest when a visibility / safety gear is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/nathan-lightbender-rx,nathan-lightbender-rx,pdp-skip-if,,Can chafe on bare arms — better over sleeves,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/nathan-lightbender-rx/alternatives,nathan-lightbender-rx,alternatives-best-for,uc-night-running,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/nathan-lightbender-rx/alternatives,nathan-lightbender-rx,alternatives-best-for,uc-commute-running,Over a generalist when visibility / safety gear is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/nathan-lightbender-rx/alternatives,nathan-lightbender-rx,alternatives-best-for,uc-winter-running,RGB modes help customize visibility against clothing colors.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/maurten-gel-100,maurten-gel-100,pdp-best-for,You're looking for 25g carbs per sachet makes hourly fueling math straightforward.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-100,maurten-gel-100,pdp-best-for,You want enough of what Gel 100 is built for without stretching it into another job.,Over a generalist when hydrogel sachet (25 g carbs/serving; no caffeine) is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-100,maurten-gel-100,pdp-best-for,You prefer Gel 100 over a generalist when hydrogel sachet (25 g carbs/serving; no caffeine) is the weekly filter.,Firm hydrogel texture many runners prefer over sticky syrup gels.,WORDY,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-100,maurten-gel-100,pdp-best-for,25g carbs per sachet makes hourly fueling math straightforward,,GOOD,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-100,maurten-gel-100,pdp-not-ideal-for,You need to avoid premium price per gram of carbohydrate vs mainstream gels.,Those looking for premium price per gram of carbohydrate vs mainstream gels.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-100,maurten-gel-100,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-100,maurten-gel-100,pdp-not-ideal-for,You prefer Precision Fuel & Hydration PF 30 Gel when a hydrogel sachet (25 g carbs/serving; no caffeine) is not the weekly job.,Those looking for Precision Fuel & Hydration PF 30 Gel when a hydrogel sachet (25 g carbs/serving; no.,WORDY,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-100,maurten-gel-100,pdp-not-ideal-for,Premium price per gram of carbohydrate vs mainstream gels,Those looking for Near-neutral flavour is polarising if you want bright fruit taste.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-100,maurten-gel-100,pdp-buy-if,You're looking for 25g carbs per sachet makes hourly fueling math straightforward.,You're looking for 25g carbs per sachet makes hourly fueling math straightforward.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-100,maurten-gel-100,pdp-buy-if,You want enough of what Gel 100 is built for without stretching it into another job.,You want enough of what Gel 100 is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-100,maurten-gel-100,pdp-buy-if,You prefer Gel 100 over a generalist when hydrogel sachet (25 g carbs/serving; no caffeine) is the weekly filter.,You prefer over a generalist when hydrogel sachet (25 g carbs/serving; no caffeine) is the weekly filter.,WORDY,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-100,maurten-gel-100,pdp-buy-if,,25g carbs per sachet makes hourly fueling math straightforward,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-100,maurten-gel-100,pdp-skip-if,You need to avoid premium price per gram of carbohydrate vs mainstream gels.,You need to avoid premium price per gram of carbohydrate vs mainstream gels.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-100,maurten-gel-100,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-100,maurten-gel-100,pdp-skip-if,You prefer Precision Fuel & Hydration PF 30 Gel when a hydrogel sachet (25 g carbs/serving; no caffeine) is not the weekly job.,You prefer Precision Fuel & Hydration PF 30 Gel when a hydrogel sachet (25 g carbs/serving; no caffeine).,WORDY,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-100,maurten-gel-100,pdp-skip-if,,Premium price per gram of carbohydrate vs mainstream gels,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-100/alternatives,maurten-gel-100,alternatives-best-for,uc-long-runs,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/maurten-gel-100/alternatives,maurten-gel-100,alternatives-best-for,uc-half,Over a generalist when hydrogel sachet (25 g carbs/serving; no caffeine) is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/maurten-gel-100/alternatives,maurten-gel-100,alternatives-best-for,uc-marathon,Firm hydrogel texture many runners prefer over sticky syrup gels.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-best-for,You're looking for 100mg caffeine option stacks cleanly with non-caf Gel 100 servings.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-best-for,You want enough of what Gel 100 Caf 100 is built for without stretching it into another job.,Over a generalist when hydrogel sachet (25 g carbs/serving; 100 mg caffeine) is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-best-for,You prefer Gel 100 Caf 100 over a generalist when hydrogel sachet (25 g carbs/serving; 100 mg caffeine) is the weekly filter.,Same firm hydrogel texture and 25g carb dose as the base gel.,WORDY,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-best-for,100mg caffeine option stacks cleanly with non-caf Gel 100 servings,Compact race-vest carry for late miles.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-not-ideal-for,You need to avoid caffeine timing still needs a practiced race plan.,Those looking for caffeine timing still needs a practiced race plan.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-not-ideal-for,You prefer Maurten Gel 100 when a hydrogel sachet (25 g carbs/serving; 100 mg caffeine) is not the weekly job.,Those looking for Maurten Gel 100 when a hydrogel sachet (25 g carbs/serving; 100 mg caffeine) is not.,WORDY,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-not-ideal-for,Caffeine timing still needs a practiced race plan,Those looking for Same premium pricing as other Maurten gels.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-buy-if,You're looking for 100mg caffeine option stacks cleanly with non-caf Gel 100 servings.,You're looking for 100mg caffeine option stacks cleanly with non-caf Gel 100 servings.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-buy-if,You want enough of what Gel 100 Caf 100 is built for without stretching it into another job.,You want enough of what Gel 100 Caf 100 is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-buy-if,You prefer Gel 100 Caf 100 over a generalist when hydrogel sachet (25 g carbs/serving; 100 mg caffeine) is the weekly filter.,You prefer over a generalist when hydrogel sachet (25 g carbs/serving; 100 mg caffeine) is the weekly filter.,WORDY,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-buy-if,,100mg caffeine option stacks cleanly with non-caf Gel 100 servings,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-skip-if,You need to avoid caffeine timing still needs a practiced race plan.,You need to avoid caffeine timing still needs a practiced race plan.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-skip-if,You prefer Maurten Gel 100 when a hydrogel sachet (25 g carbs/serving; 100 mg caffeine) is not the weekly job.,You prefer Maurten Gel 100 when a hydrogel sachet (25 g carbs/serving; 100 mg caffeine) is not.,WORDY,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-100-caf-100,maurten-gel-100-caf-100,pdp-skip-if,,Caffeine timing still needs a practiced race plan,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-100-caf-100/alternatives,maurten-gel-100-caf-100,alternatives-best-for,uc-marathon,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/maurten-gel-100-caf-100/alternatives,maurten-gel-100-caf-100,alternatives-best-for,uc-half,Over a generalist when hydrogel sachet (25 g carbs/serving; 100 mg caffeine) is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/maurten-gel-100-caf-100/alternatives,maurten-gel-100-caf-100,alternatives-best-for,uc-long-runs,Same firm hydrogel texture and 25g carb dose as the base gel.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/maurten-gel-160,maurten-gel-160,pdp-best-for,You're looking for 40g carbs per packet reduces packet count on high-carb race plans.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-160,maurten-gel-160,pdp-best-for,You want enough of what Gel 160 is built for without stretching it into another job.,Over a generalist when hydrogel sachet (40 g carbs/serving; no caffeine) is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-160,maurten-gel-160,pdp-best-for,You prefer Gel 160 over a generalist when hydrogel sachet (40 g carbs/serving; no caffeine) is the weekly filter.,Same hydrogel family as Gel 100 for consistent texture preference.,WORDY,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-160,maurten-gel-160,pdp-best-for,40g carbs per packet reduces packet count on high-carb race plans,,GOOD,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/maurten-gel-160,maurten-gel-160,pdp-not-ideal-for,You need to avoid larger carb hit needs gut practice before race day.,Those looking for larger carb hit needs gut practice before race day.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-160,maurten-gel-160,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-160,maurten-gel-160,pdp-not-ideal-for,You prefer Science in Sport Beta Fuel Dual Source Energy Gel when a hydrogel sachet (40 g carbs/serving; no caffeine) is not the weekly job.,Those looking for Science in Sport Beta Fuel Dual Source Energy Gel when a hydrogel sachet (40 g.,WORDY,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-160,maurten-gel-160,pdp-not-ideal-for,Larger carb hit needs gut practice before race day,Those looking for Premium cost and limited flavour variety.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/maurten-gel-160,maurten-gel-160,pdp-buy-if,You're looking for 40g carbs per packet reduces packet count on high-carb race plans.,You're looking for 40g carbs per packet reduces packet count on high-carb race plans.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-160,maurten-gel-160,pdp-buy-if,You want enough of what Gel 160 is built for without stretching it into another job.,You want enough of what Gel 160 is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-160,maurten-gel-160,pdp-buy-if,You prefer Gel 160 over a generalist when hydrogel sachet (40 g carbs/serving; no caffeine) is the weekly filter.,You prefer over a generalist when hydrogel sachet (40 g carbs/serving; no caffeine) is the weekly filter.,WORDY,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-160,maurten-gel-160,pdp-buy-if,,40g carbs per packet reduces packet count on high-carb race plans,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/maurten-gel-160,maurten-gel-160,pdp-skip-if,You need to avoid larger carb hit needs gut practice before race day.,You need to avoid larger carb hit needs gut practice before race day.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-160,maurten-gel-160,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-160,maurten-gel-160,pdp-skip-if,You prefer Science in Sport Beta Fuel Dual Source Energy Gel when a hydrogel sachet (40 g carbs/serving; no caffeine) is not the weekly job.,You prefer Science in Sport Beta Fuel Dual Source Energy Gel when a hydrogel sachet (40 g carbs/serving.,WORDY,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-160,maurten-gel-160,pdp-skip-if,,Larger carb hit needs gut practice before race day,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/maurten-gel-160/alternatives,maurten-gel-160,alternatives-best-for,uc-marathon,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/maurten-gel-160/alternatives,maurten-gel-160,alternatives-best-for,uc-ultra,Over a generalist when hydrogel sachet (40 g carbs/serving; no caffeine) is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/maurten-gel-160/alternatives,maurten-gel-160,alternatives-best-for,uc-high-carb-fueling,Same hydrogel family as Gel 100 for consistent texture preference.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/sis-go-isotonic-gel,sis-go-isotonic-gel,pdp-best-for,You're looking for thinner isotonic texture is approachable for gel beginners.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/sis-go-isotonic-gel,sis-go-isotonic-gel,pdp-best-for,You want enough of what GO Isotonic Gel is built for without stretching it into another job.,Over a generalist when energy gel (22 g carbs/serving; no caffeine) is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/sis-go-isotonic-gel,sis-go-isotonic-gel,pdp-best-for,You prefer GO Isotonic Gel over a generalist when energy gel (22 g carbs/serving; no caffeine) is the weekly filter.,Widely available and strong value per serving.,WORDY,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/sis-go-isotonic-gel,sis-go-isotonic-gel,pdp-best-for,Thinner isotonic texture is approachable for gel beginners,Broad flavour range for training variety.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
